filenumber,title,authors,keyword1,keyword2,keyword3,keyword4,keyword5,X,Y,cluster,cluster top keyword 1,cluster top keyword 2,cluster top keyword 3,cluster top keyword 4,cluster top keyword 5
1330,"Evaluating a System for Interactive Exploration of Large, Hierarchically Structured Document Repositories","Granitzer, M.;Kienreich, W.;Sabol, V.;Andrews, K.;Klieber, W.",10,5,1,2,3,10.347765,51.058112,10,system,interact,user,inform,explor
1331,EventScope: Bringing Remote Experience of Mars to the Public through Telepresence,"Myers, E.;Coppin, P.;Wagner, M.;Fischer, K.;Luisa Lu;McCloskey, W.R.;Seneker, D.",5,6,3,2,9,-30.191506,37.951446,5,interact,user,explor,method,view
1332,Expand-Ahead: A Space-Filling Strategy for Browsing Trees,"McGuffin, M.J.;Davison, G.;Balakrishnan, R.",4,5,2,3,1,-51.091485,3.387528,4,graph,network,node,layout,edg
1333,Exploring and Visualizing the History of InfoVis,"Keim, D.A.;Barro, H.;Panse, C.;Schneidewind, J.;Sips, M.",5,1,2,3,4,-29.737505,36.996803,5,interact,user,explor,method,view
1334,Exploring InfoVis Publication History with Tulip,"Delest, M.;Munzner, T.;Auber, D.;Domenger, J.",4,5,10,1,2,-59.99272,0.206609,4,graph,network,node,layout,edg
1335,EZEL: a Visual Tool for Performance Assessment of Peer-to-Peer File-Sharing Network,"Voinea, L.;Telea, A.;van Wijk, J.J.",4,6,2,1,10,-58.832594,13.214673,4,graph,network,node,layout,edg
1336,faMailiar & Intimacy-Based Email Visualization,"Mandic, M.;Kerne, A.",5,4,2,10,1,-19.424317,44.234854,5,interact,user,explor,method,view
1337,Fast Rendering of Foveated Volume in the Wavelet Domain,"Hang Yu;Chang, E.-C.;Zhiyong Huang;Zhijian Zheng",1,2,3,4,5,-22.959557,-46.955131,1,volum,render,imag,base,techniqu
1338,Flow field clustering via algebraic multigrid,"Griebel, M.;Preusser, T.;Rumpf, M.;Schweitzer, M.A.;Telea, A.",8,4,7,1,2,74.997843,12.000592,8,field,flow,vector,method,tensor
1339,Force-Feedback-Enhanced Navigation for Interactive Visualization of Coronary Vessels,"Wischgoll, T.;Moritz, E.;Meyer, J.",9,10,2,1,3,39.872357,1.30346,9,model,simul,interact,base,view
1340,Generating realistic images from hydrothermal plume data,"Santilli, K.;Bemis, K.;Silver, D.;Dastur, J.;Rona, P.",1,9,2,8,7,-27.849603,-36.295064,1,volum,render,imag,base,techniqu
1341,Generating sub-resolution detail in images and volumes using constrained texture synthesis,"Lujin Wang;Mueller, K.",1,5,7,2,4,-13.726382,-42.005764,1,volum,render,imag,base,techniqu
1342,GeoTime Information Visualization,"Kapler, T.;Wright, W.",3,6,10,5,2,0.092794,-10.403463,3,inform,displai,map,space,color
1343,Guaranteed quality triangulation of molecular skin surfaces,"Cheng, H.-L.;Shi, X.",7,1,2,3,4,23.164793,-49.372516,7,surfac,method,mesh,algorithm,model
1344,Haptic display of interaction between textured models,"Otaduy, M.A.;Jain, N.;Sud, A.;Lin, M.C.",7,9,3,1,10,5.507639,-55.356041,7,surfac,method,mesh,algorithm,model
1345,Hardware-accelerated adaptive EWA volume splatting,"Wei Chen;Liu Ren;Zwicker, M.;Pfister, H.",1,2,3,4,5,-30.500644,-61.670791,1,volum,render,imag,base,techniqu
1346,Hierarchy Based 3D Visualization of Large Software Structures,"Balzer, M.;Deussen, O.",10,7,6,4,8,21.119077,47.956273,10,system,interact,user,inform,explor
1347,Histographs: Interactive Clustering of Stacked Graphs,"Pin Ren;Watson, B.",3,10,4,5,6,2.002607,-15.909562,3,inform,displai,map,space,color
1348,Hypothesis Visualization,"Cluxton, D.;Eick, S.G.;Jie Yun",6,4,3,2,10,-33.148205,8.996992,6,set,techniqu,larg,present,task
1349,ImageSurfer: a tool for visualizing correlations between two volume scalar fields,"Jen, D.;Parente, P.;Robbins, J.;Weigle, C.;Taylor, R.M.;Burette, A.;Weinberg, R.",2,8,6,7,4,-3.151637,18.540086,2,design,tool,analyt,user,inform
1350,Immersive design of DMA molecules with a tangible interface,"Schkolne, S.;Ishii, H.;Schroder, P.",2,10,9,1,3,9.718707,16.161715,2,design,tool,analyt,user,inform
1351,Importance-driven volume rendering,"Viola, I.;Kanitsar, A.;Groller, E.",1,3,4,6,2,-18.967465,-67.543994,1,volum,render,imag,base,techniqu
1352,IN-SPIRE InfoVis 2004 Contest Entry,"Pak Chung Wong;Hetzler, E.;Posse, C.;Whiting, M.;Havre, S.;Cramer, N.;Shah, A.;Singhal, M.;Turner, A.;Thomas, J.",2,10,6,7,5,-4.085398,10.174018,2,design,tool,analyt,user,inform
1353,Information Visualization Research: Citation and Co-Citation Highlights,"Chen, C.",3,6,4,2,1,1.506699,-8.561467,3,inform,displai,map,space,color
1354,InfoVisExplorer,"Tyman, J.;Gruetzmacher, G.P.;Stasko, J.",3,2,4,9,10,0.238881,-5.888276,3,inform,displai,map,space,color
1355,Interactive design of multi-perspective images for visualizing urban landscapes,"Roman, A.;Garg, G.;Levoy, M.",10,7,1,2,3,28.369256,57.10423,10,system,interact,user,inform,explor
1356,Interactive exploration of large remote micro-CT scans,"Prohaska, S.;Hutanu, A.;Kahler, R.;Hege, H.-C.",10,1,5,2,3,6.392896,51.385352,10,system,interact,user,inform,explor
1357,Interactive Exploration of the AFS File System,"Foster, J.;Subramanian, K.;Herring, R.;Gail Ahn",10,1,2,3,4,21.684296,58.919353,10,system,interact,user,inform,explor
1358,Interactive point-based isosurface extraction,"Livnat, Y.;Tricoche, X.",8,1,7,5,10,61.476003,-6.716837,8,field,flow,vector,method,tensor
1359,Interactive Poster: Grid-Enabled Collaborative Scientific Visualization Environment,"Wyatt, E.C.;O'Leary, P.",10,5,9,1,2,13.510284,43.272393,10,system,interact,user,inform,explor
1360,Interactive Poster: Illustrating Different Convection Velocities of Turbulent Flow,"Urness, T.;Interrante, V.;Longmire, E.;Marusic, I.;Ganapathisubramani, B.",8,1,2,3,4,76.780461,-4.429762,8,field,flow,vector,method,tensor
1361,Interactive Poster: Visual Mining of Business Process Data,"Hao, M.C.;Keim, D.A.;Dayal, U.;Schneidewind, J.",10,5,1,2,3,13.084145,43.150884,10,system,interact,user,inform,explor
1362,Interactive terascale particle visualization,"Ellsworth, D.;Green, B.;Moran, P.J.",6,8,5,7,10,-32.03622,-4.048575,6,set,techniqu,larg,present,task
1363,Interactive thickness visualization of articular cartilage,"Mlejnek, M.;Vilanova, A.;Groller, E.",1,7,3,10,5,-28.045899,-50.518091,1,volum,render,imag,base,techniqu
1364,Interactive Visualization Approaches to the Analysis of System Identification Data,"Johansson, J.;Ljung, P.;Lindgren, D.;Cooper, M.",10,9,8,6,1,7.834347,47.390942,10,system,interact,user,inform,explor
1365,Interactive Visualization of Small World Graphs,"van Ham, F.;van Wijk, J.J.",4,5,9,7,8,-60.627756,-0.573145,4,graph,network,node,layout,edg
1366,Introducing Topological Attributes for Objective-Based Visualization,"Takeshima, Y.;Takahashi, S.;Fujishiro, I.;Nielson, G.M.",8,6,1,7,4,63.432046,-4.257661,8,field,flow,vector,method,tensor
1367,Intuitive and interactive modification of large finite element models,"Rose, D.;Bidmon, K.;Ertl, T.",9,6,1,10,7,41.092741,-1.726175,9,model,simul,interact,base,view
1368,Investigating swirl and tumble flow with a comparison of visualization techniques,"Laramee, R.S.;Weiskopf, D.;Schneider, J.;Hauser, H.",8,6,5,9,3,68.675621,9.839709,8,field,flow,vector,method,tensor
1369,JointViewer &#8212; An Interactive System for Exploring Orthopedic Data,"Marai, G.E.;Demiralp, C.;Andrews, S.;Laidlaw, D.H.",10,1,2,3,4,14.07921,45.105702,10,system,interact,user,inform,explor
1370,Keynote Address: From Information Visualization to Sensemaking: Connecting the Mind's Eye to the Mind's Muscle,"Card, S.",3,1,2,4,5,1.890489,-7.051077,3,inform,displai,map,space,color
1371,Light Collages: lighting design for effective visualization,"Lee, C.H.;Hao, X.;Varshney, A.",2,7,1,6,3,6.472604,11.756124,2,design,tool,analyt,user,inform
1372,Light weight space leaping using ray coherence,"Lakare, S.;Kaufman, A.",1,6,2,3,4,-25.976275,-63.110178,1,volum,render,imag,base,techniqu
1373,Lighting transfer functions using gradient aligned sampling,"Lum, E.B.;Kwan-Liu Ma",7,1,2,3,4,24.757673,-37.743843,7,surfac,method,mesh,algorithm,model
1374,Linear and cubic box splines for the body centered cubic lattice,"Entezari, A.;Dyer, R.;Moller, T.",1,7,2,8,5,-21.985708,-38.490118,1,volum,render,imag,base,techniqu
1375,Linking Representation with Meaning,"Duke, D.J.",10,9,4,5,2,8.495087,58.592231,10,system,interact,user,inform,explor
1376,Live Range Visibility Constraints for Adaptive Terrain Visualization,"Xiaohong Bao;Pajarola, R.;Shafae, M.",1,7,3,5,2,-10.513387,-46.548449,1,volum,render,imag,base,techniqu
1377,Local and global comparison of continuous functions,"Edelsbrunner, H.;Harer, J.;Natarajan, V.;Pascucci, V.",6,1,8,7,5,-25.844033,-11.960881,6,set,techniqu,larg,present,task
1378,LoD volume rendering of FEA data,Shyh-Kuang Ueng;Yan-Jen Su;Chi-Tang Chang,4,1,8,7,2,-65.253708,-5.978037,4,graph,network,node,layout,edg
1379,"Major Information Visualization Authors, Papers and Topics in the ACM Library","Ke, W.;Borner, K.;Viswanath, L.",5,4,1,3,2,-31.293267,35.45171,5,interact,user,explor,method,view
1380,Matrix Zoom: A Visual Interface to Semi-External Graphs,"Abello, J.;van Ham, F.",4,5,3,1,2,-59.66707,-2.307163,4,graph,network,node,layout,edg
1381,"Methods for efficient, high quality volume resampling in the frequency domain","Li, A.;Mueller, K.;Ernst, T.",1,5,6,8,7,-37.821966,-43.251152,1,volum,render,imag,base,techniqu
1382,Metric-Based Network Exploration and Multiscale Scatterplot,"Chiricota, Y.;Jourdan, F.;Melancon, G.",5,4,1,6,10,-32.011344,39.185144,5,interact,user,explor,method,view
1383,Modeling Decomposing Objects under Combustion,"Melek, Z.;Keyser, J.",9,7,8,6,1,35.207855,-0.713681,9,model,simul,interact,base,view
1384,MonkEllipse: Visualizing the History of Information Visualization,"Tzu-Wei Hsu;Inman, L.;McColgin, D.;Stamper, K.",3,8,2,1,4,7.485864,-8.579121,3,inform,displai,map,space,color
1385,Non-Euclidean Spring Embedders,"Kobourov, S.;Wampler, K.",4,7,8,5,1,-55.894061,-2.893808,4,graph,network,node,layout,edg
1386,Non-linear model fitting to parameterize diseased blood vessels,"La Cruz, A.;Straka, M.;Kochl, A.;Sramek, M.;Groller, E.;Fleischmann, D.",9,7,1,8,2,39.493988,-4.448245,9,model,simul,interact,base,view
1387,On the role of color in the perception of motion in animated visualizations,"Weiskopf, D.",2,4,8,3,1,0.015944,6.686705,2,design,tool,analyt,user,inform
1388,On the Visualization of Time-Varying Structured Grids Using a 3D Warp Texture,"Yuan Chen;Cohen, J.;Subodh Kumar",8,1,7,3,2,78.258906,2.112685,8,field,flow,vector,method,tensor
1389,One-For-All: Visualization of the Information Visualization Symposia,Soon Tee Teoh;Kwan-Liu Ma,3,1,2,4,5,1.369363,-6.941065,3,inform,displai,map,space,color
1390,Optimal global conformal surface parameterization,"Miao Jin;Yalin Wang;Shing-Tung Yau;Gu, X.",7,8,1,2,3,30.798615,-52.381315,7,surfac,method,mesh,algorithm,model
1391,Paint Inspired Color Mixing and Compositing for Visualization,"Gossett, N.;Baoquan Chen",3,6,1,8,7,-9.355803,-20.557853,3,inform,displai,map,space,color
1392,Panel 1: Can We Determine the Top Unresolved Problems of Visualization?,"Rhyne, T.M.;Hibbard, B.;Johnson, C.R.;Chen, C.;Eick, S.",5,10,2,3,7,-30.934298,36.575415,5,interact,user,explor,method,view
1393,Panel 2: In the Eye of the Beholder: The Role of Perception in Scientific Visualization,"Gaither, K.;Ebert, D.S.;Gaither, K.;Geisler, B.;Laidlaw, D.",5,2,3,1,9,-23.038589,39.056983,5,interact,user,explor,method,view
1394,Panel 3: The Future Visualization Platform,"Johnson, G.;Ebert, D.S.;Hansen, C.;Kirk, D.;Mark, B.;Pfister, H.",1,6,2,5,8,-24.571738,-46.891636,1,volum,render,imag,base,techniqu
1395,Panel 4: What Should We Teach in a Scientific Visualization Class?,"Genetti, J.D.;Bailey, M.;Genetti, J.D.;Laidlaw, D.H.;Moorhead, R.J.;Whitaker, R.T.",2,7,8,10,9,-1.550906,15.410629,2,design,tool,analyt,user,inform
1396,PhylloTrees: Harnessing Nature&#146;s Phyllotactic Patterns for Tree Layout,"Carpendale, S.;Agarawala, A.",4,5,6,3,1,-52.799057,1.17285,4,graph,network,node,layout,edg
1397,Physically based methods for tensor field visualization,"Hotz, I.;Feng, L.;Hagen, H.;Hamann, B.;Joy, K.I.;Jeremic, B.",8,7,1,2,3,72.515043,-18.20531,8,field,flow,vector,method,tensor
1398,Pixel-exact rendering of spacetime finite element solutions,"Zhou, Y.;Garland, M.;Haber, R.",1,9,8,7,6,-17.76746,-45.429054,1,volum,render,imag,base,techniqu
1399,PQuad: visualization of predicted peptides and proteins,"Havre, S.;Singhal, M.;Payne, D.A.;Webb-Robertson, B.-J.M.",2,10,6,5,3,-7.3519,16.290595,2,design,tool,analyt,user,inform
1400,Projecting tetrahedra without rendering artifacts,"Kraus, M.;Wei Qiao;Ebert, D.S.",1,2,3,4,5,-18.035813,-59.947913,1,volum,render,imag,base,techniqu
1401,Quick-VDR: interactive view-dependent rendering of massive models,"Yoon, S.-E.;Salomon, B.;Gayle, R.;Manocha, D.",1,9,7,4,2,-13.322718,-56.821521,1,volum,render,imag,base,techniqu
1402,Radial hermite operators for scattered point cloud data with normal vectors and applications to implicitizing polygon mesh surfaces for generalized CSG operations and smoothing,"Nielson, G.M.",7,9,1,8,2,31.495718,-42.862913,7,surfac,method,mesh,algorithm,model
1403,RankSpiral: Toward Enhancing Search Results Visualizations,"Spoerri, A.",5,3,6,10,1,-19.703167,41.898963,5,interact,user,explor,method,view
1404,Real-time motion estimation and visualization on graphics cards,"Strzodka, R.;Garbe, C.",8,1,3,2,7,59.619754,5.305663,8,field,flow,vector,method,tensor
1405,Real-Time Volume Rendering of Four Channel Data Sets,"Schulze, J.P.;Rice, A.",1,6,2,3,4,-24.686588,-55.679424,1,volum,render,imag,base,techniqu
1406,RecMap: Rectangular Map Approximations,"Heilmann, R.;Keim, D.A.;Panse, C.;Sips, M.",6,3,5,7,1,-16.881588,-1.044648,6,set,techniqu,larg,present,task
1407,Rendering implicit flow volumes,"Xue, D.;Zhang, C.;Crawfis, R.",1,8,2,3,4,-39.631949,-67.771549,1,volum,render,imag,base,techniqu
1408,Rendering planar cuts through quadratic and cubic finite elements,"Brasher, M.;Haimes, R.",1,8,2,3,4,-23.498218,-52.848479,1,volum,render,imag,base,techniqu
1409,Resource Systems Reference Database,"Lu, D.;Dietrich, L.",10,2,1,3,4,10.263444,47.006325,10,system,interact,user,inform,explor
1410,Rethinking Visualization: A High-Level Taxonomy,"Tory, M.;Moller, T.",9,2,7,3,1,35.257477,-5.566962,9,model,simul,interact,base,view
1411,Rough interface reconstruction using the level set method,"Kim, Y.;Machiraju, R.;Thompson, D.",7,8,6,1,2,37.237437,-42.970397,7,surfac,method,mesh,algorithm,model
1412,Scout: a hardware-accelerated system for quantitatively driven visualization and analysis,"McCormick, P.;Inman, J.;Ahrens, J.;Hansen, C.;Roth, G.",10,6,1,2,3,16.251065,47.082757,10,system,interact,user,inform,explor
1413,Self-illustrating phenomena,"Hanrahan, P.",2,8,7,1,3,-0.906746,13.514606,2,design,tool,analyt,user,inform
1414,Simplifying flexible isosurfaces using local geometric measures,"Carr, H.;Snoeyink, J.;van de Panne, M.",1,7,8,5,4,-18.652267,-39.425234,1,volum,render,imag,base,techniqu
1415,"Steerable, Progressive Multidimensional Scaling","Williams, M.;Munzner, T.",5,6,7,8,4,-39.672543,53.134975,5,interact,user,explor,method,view
1416,STEPS - an application for simulation of transsphenoidal endonasal pituitary surgery,"Neubauer, A.;Mroz, L.;Wolfsberger, S.;Wegenkittl, R.;Forster, M.-T.;Buhler, K.",10,9,2,1,6,22.771385,38.458254,10,system,interact,user,inform,explor
1417,Stream line and path line oriented topology for 2D time-dependent vector fields,"Theisel, H.;Weinkauf, T.;Hege, H.-C.;Seidel, H.-P.",8,1,2,3,4,79.087897,-2.949928,8,field,flow,vector,method,tensor
1418,Surface reconstruction of noisy and defective data sets,"Xie, H.;McDonnell, K.T.;Hong Qin",7,6,8,1,2,23.176916,-50.77374,7,surfac,method,mesh,algorithm,model
1419,TetSplat: real-time rendering and volume clipping of large unstructured tetrahedral meshes,"Museth, K.;Lombeyda, S.",1,8,7,5,10,-12.614993,-53.704128,1,volum,render,imag,base,techniqu
1420,TexMol: interactive visual exploration of large flexible multi-component molecular complexes,"Bajaj, C.L.;Djeu, P.;Siddavanahalli, V.;Thane, A.",1,5,7,4,10,-15.931426,-52.716343,1,volum,render,imag,base,techniqu
1421,TextPool: Visualizing Live Text Streams,"Albrecht-Buehler, C.;Watson, B.;Shamma, D.A.",5,6,3,4,7,-26.588181,32.743049,5,interact,user,explor,method,view
1422,The human visual system: how is its design related to the physics of the natural environment?,"Geisler, W.S.",2,10,1,3,4,6.494325,13.844415,2,design,tool,analyt,user,inform
1423,The InfoVis Toolkit,"Fekete, J.",4,2,6,10,1,-58.998976,1.63845,4,graph,network,node,layout,edg
1424,The VesselGlyph: focus & context visualization in CT-angiography,"Straka, M.;Cervenansky, M.;La Cruz, A.;Kochl, A.;Sramek, M.;Groller, E.;Fleischmann, D.",1,6,8,5,4,-26.075145,-50.243034,1,volum,render,imag,base,techniqu
1425,Time-Varying Data Visualization Using Information Flocking Boids,"Moere, A.V.",3,10,5,6,7,9.72298,-6.036272,3,inform,displai,map,space,color
1426,Topological Fisheye Views for Visualizing Large Graphs,"Gansner, E.;Koren, Y.;North, S.C.",4,3,1,8,6,-60.342935,-4.79576,4,graph,network,node,layout,edg
1427,Topological lines in 3D tensor fields,"Zheng, X.;Pang, A.",8,7,5,1,2,71.514346,-17.156909,8,field,flow,vector,method,tensor
1428,Topology visualization of the optical power flow through a novel C-shaped nano-aperture,"Sun, L.;Batra, R.;Xiaolei Shi;Hesselink, L.",8,2,1,3,4,78.769099,-10.462361,8,field,flow,vector,method,tensor
1429,Tracking of vector field singularities in unstructured 3D time-dependent datasets,"Garth, C.;Tricoche, X.;Scheuermann, G.",8,5,7,4,6,73.889739,-6.694177,8,field,flow,vector,method,tensor
1430,Tracking User Interactions Within Visualizations,"Groth, D.P.;Murphy, B.W.",10,5,9,1,2,-3.334479,53.712702,10,system,interact,user,inform,explor
1431,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,"Artero, A.O.;de Oliveira, M.C.F.;Levkowitz, H.",6,5,3,10,1,-33.251559,-2.995357,6,set,techniqu,larg,present,task
1432,Understanding Eight Years of InfoVis Conferences Using PaperLens,"Bongshin Lee;Czerwinski, M.;Robertson, G.;Bederson, B.B.",5,4,2,6,9,-30.505802,34.322329,5,interact,user,explor,method,view
1433,User Experiments with Tree Visualization Systems,"Kobsa, A.",10,4,1,2,3,20.093465,58.993575,10,system,interact,user,inform,explor
1434,Value and Relation Display for Interactive Exploration of High Dimensional Datasets,"Jing Yang;Anilkumar Patro;Huang Shiping;Nishant Mehta;Ward, M.O.;Rundensteiner, E.A.",5,3,1,2,4,-43.347622,49.130215,5,interact,user,explor,method,view
1435,Vector Wavelet Thresholding for Vector Field Denoising,"Westenberg, M.A.;Ertl, T.",8,7,5,1,4,76.019312,-12.367595,8,field,flow,vector,method,tensor
1436,VIM: A Framework for Intelligence Analysis,"Keahey, T.A.;Cox, K.C.",2,4,6,1,3,-1.400334,9.568394,2,design,tool,analyt,user,inform
1437,VisBiz: A Simplified Visualization of Business Operation,"Hao, M.C.;Keim, D.A.;Dayal, U.",7,10,1,2,3,-4.038457,5.440195,7,surfac,method,mesh,algorithm,model
1438,Visibility culling for time-varying volume rendering using temporal occlusion coherence,"Gao, J.;Han-Wei Shen;Huang, J.;Kohl, J.A.",1,2,3,4,5,-26.981553,-61.331053,1,volum,render,imag,base,techniqu
